,Q,A,label
178,아빠가 살아계실 때 더 잘해 드려야 했군요. 슬퍼서 힘드시겠어요.,왜 더 잘해 드리지 못했을까 스스로가 너무 후회돼.,1
179,면접관분들이 사용자님을 어떻게 생각하실지 궁금해하고 계시네요.,나처럼 바보같이 면접을 본 사람도 없을 거야.,1
180,영양제를 먹었는데 효과가 없어 실망했겠어요.,영양제가 맞지 않아 슬퍼.,1
181,막 대하는 고객 때문에 슬프시겠어요.,직업에 따라 사람을 대하는 방식을 달리 하는 건 잘못됐어. 그런 태도가 바뀌었으면 좋겠어.,1
182,식사는 어떻게 하시나요?,아버님은 뜻이 잘 맞는 할머니를 만나셔서 사시는데 자식들이 오는 것도 원치 않아 이렇게 지내고 있어.,1
183,어떤 점에서 그렇게 느끼셨나요?,이제는 조금만 움직여도 쉽게 지쳐버려.,1
184,아버지가 사업으로 떠나시는군요. 마음이 어떠세요?,잘 보내줘야 하는데 괜시리 눈물이 나네.,1
185,지속적인 괴롭힘에 가족들조차도 나에게 큰 힘이 되지 못한다고 생각하고 계시는군요.,자꾸 이렇게 부정적인 생각만 들고 어떻게 해야 할지 고민이야.,1
186,진로 문제로 걱정이 되겠어요. 최근에 한 일 중 재밌었던 활동이 있으세요?,미술 시간에 만화 그리기 수업을 했는데 재밌게 했어. 이참에 만화가에 대해 알아봐야겠어.,1
187,집에 혼자여서 외로우실 것 같아요.,매일 맞벌이하러 나가시니까 심심해. 친구도 없고.,1
188,돈이 없어서 제대로 먹지 못해 슬프시군요.,젊었을 때 저축을 해야 했는데 안 해서 지금 이렇게 밥도 못 먹는 게 서러워.,1
189,딸을 출산하셨군요. 시부모님은 첫 손자로 아들을 원하셨나 봐요.,응. 나는 아이를 둘 가질 생각인데도 첫째가 아들이 아니라 딸이라고 실망하시는 모습이 진짜 속상하고 딸한테 미안해.,1
190,어머니의 사과에도 불구하고 아버지께서 떠나셔서 슬펐겠어요.,아빠도 이제 그만 할 수는 없는 걸까.,1
191,회사로부터 해고당하신 건가요?,응. 회사에 몸 바쳐 다녔는데 배신당한 것 같아.,1
192,투병 생활로 심적으로 지치셨군요.,맞아. 이대로 사느니 죽어 버리는 게 낫겠어.,1
193,혼자 정체된 느낌이 들어서 우울하시군요. 어떻게 하면 기분이 나아질까요?,계속 공부만 해서 그런가 무기력해. 악기 연주를 해볼까?,1
194,같은 편이 되어주던 친구가 변심해서 슬펐겠어요.,그 친구가 변심할 거라고는 생각하지 못해서 머리가 마비가 되었었나 봐.,1
195,학교에서 큰 어려움이 있었군요. 어떤 어려움이 있나요?,애들이 나만 싫어하고 따돌려. 소외감을 느껴.,1
196,따돌림을 받아 많이 힘드셨겠어요.,예전에 나는 밝은 아이였는데 따돌림을 당한 후로 소심해졌어. 너무 외로워.,1
197,가족이 사랑하지 않는다고 느껴서 실망하셨군요.,오늘은 내 생일인데 가족들 모두가 모르고 있어. 가족들은 날 사랑하지 않아.,1
198,자제분들이 모두 바빠서 병문안을 오지 못하는데 기분이 어떠신가요?,다들 어쩔 수 없는 상황이긴 하지만 당연히 서운하지. ,1
199,사회생활 경험이 회사 생활에 큰 영향을 미치는 건가요?,그렇지. 아무래도 경험이 없는 것보다는 나으니까.,1
200,남편분이 말수가 급격히 줄어서 불안하시군요. 이야기는 안 해보셨어요?,아니 뭐라고 말을 먼저 꺼내야 할지 모르겠어. 오늘 저녁에는 허심탄회하게 대화 좀 해보자고 하려고.,1
201,그런 일이 있으셨군요. 연락이 잘 안 되는 건가요? 아니면 대화 방법의 문제인가요?,그냥 서로 연락을 하기 민망한 상태인 것 같아. ,1
202,무슨 일이 있나요?,돈이 없어서 만성질환 치료를 못 해.,1
203,교통사고로 다리를 잃어 세상이 원망스러우시군요. 지금은 어떻게 일상을 보내시나요?,장애로 인한 생활 적응훈련을 하고 있어. 장애를 이겨내고 싶지만 받아들이기 힘들어.,1
204,뼈를 다치셔서 많이 슬프시겠어요.,몸이 약해진 게 슬픈 거지.,1
205,무슨 일인지 더 자세히 이야기해 주실 수 없을까요?,아내가 동성애자라는 걸 최근에 알게 되었어. 아직도 믿을 수가 없어.,1
206,가난하다는 것이 슬프다고 생각하시는군요. 무슨 일 있으세요?,내가 가진 게 없으니까 죽은 후에라도 자식에게 남겨줄 유산 하나 없는 게 안타까워.,1
207,관절염 때문에 밖에 못 나가시고 집에만 있으니 심심하시겠어요.,경로당에 가서 친구들도 보고 싶은데 너무 심심해.,1
208,친정어머니와 무슨 일이 있으셨나요? 구체적으로 말씀해 주세요.,많이 늙으신 것 같아. 오늘 대화를 나누는데 많이 늙으셨더라고.,1
209,고등학생 시절의 친구들과 전부 싸워서 속상하고 당황스러우시군요.,동네 친구가 있는데 내일 만나서 이 이야기를 하기로 했어. 기분 전환이라도 하고 오려고.,1
210,전혀 몰랐던 사실을 알게 되어 충격 받으셨겠어요.,우리 작은 형의 지인이라는 걸 알았다면 괴롭히지 않았을 텐데 후회돼.,1
211,남자친구랑 헤어져서 어떤 감정이 드시나요?,다시는 연애를 못 할 것 같고 아무리 다른 생각을 하려고 해도 자꾸 우울해져.,1
212,그렇군요. 노는 친구들이 한심해 보이나 봐요.,공부를 하면 진로 걱정도 줄어들 텐데 놀기만 하다니 너무 한심해.,1
213,남편분께 그런 말을 들어서 정말 속상하시겠네요.,자신이 병에 걸린 것이 내 잘못이라니 너무 상처야.,1
214,아이에게 무슨 일이 있었나요?,미술 대회에서 상을 받지 못했다고 이제 그림 그리는 건 그만두겠다는 거야. 어떻게 한 번 못 받았다고 쉽게 포기하는지 정말 실망했어.,1
215,무슨 일 있으세요? 조금 더 자세히 말씀해 주세요.,성적이 크게 떨어져서 그런가 봐. 어떡하지?,1
216,좋은 대학 졸업했는데도 취업이 안 돼 힘드시군요. ,맞아. 이럴 거면 그냥 친구들처럼 놀러 다닐 걸 그랬나 봐.,1
217,요즘 친구들이 많이 보고 싶고 우울하시군요.,아무래도 내가 친구들에게 전화를 해서 한 번 만나자고 해야겠어.,1
218,상사의 고과로 마음이 정말 어지러우시겠어요.,누가 뭐래도 나는 항상 남들보다 열심히 해왔다고 생각했는데 슬프네.,1
219,아이들이 퇴근하고 돌아와도 관심이 없어서 우울하시군요.,내가 집에 들어와도 반응도 없고 다들 방에서 자기 할 일만 하고 있으니 정말 속상하다.,1
220,지금 상황이 많이 애석하시겠어요.,젊을 때 놀지 않고 모아둔 돈이었는데.,1
221,원하지 않은 과를 선택하셨군요. 학교 가기 싫어하겠어요.,휴학을 하고 싶은데 고민이야.,1
222,왜 다시 본가로 들어오시는 건가요?,남편이 외도한 모양인데 집도 자기명의라며 나가라고 했대. 내 일처럼 가슴 아파.,1
223,기분도 마음도 좋으시군요.,산책하러 나갈까 해.,1
224,술을 끊고 싶으시군요.,응. 오늘에서야 알았어. 내가 먹었던 술이 내 몸을 망가트리고 있었어.,1
225,상대방이 이상하게 볼까 봐 얘기도 못 하고 답답하셨겠어요.,응. 나한테 오해하고 있는 것 같은데 너무 답답해.,1
226,갑작스러운 병명에 많이 당황하였겠어요.,내가 왜 간경변증이라는 병에 걸렸지?,1
227,결혼에 대해 회의적이시군요. 결혼에 회의적으로 생각하게 된 이유가 있는지 여쭈어봐도 될까요?,주변에 결혼하고 잘 사는 사람이 거의 없는 것 같아. 친한 언니도 남편이 바람이 나서 결국 이혼했어.,1
228,코로나일구 때문에 많이 힘드시군요. 이야기할 친구는 있으신지요?,친구가 있는데 코로나일구 때문에 만나지 못해서 외로워.,1
229,마음이 우울하시군요.,더 슬픈 건  나보다 사 년이나 늦게 들어온 신대리는 이번에 또 승진했다고 연락하더라고.,1
230,본인 얘기는 안 해서 많이 속상하시겠어요.,누나만 좋아하고 나는 신경도 안 쓰는 것 같아.,1
231,아끼시던 막내 따님이 교통사고로 위독하시다니 걱정이 크시겠어요.,꼭 살아야 할 텐데 눈물 흘리는 것 말고는 아무것도 할 것이 없네.,1
232,금전적으로 여유 없는 삶을 살아야 하는 것에 힘든 감정을 느끼시는군요.,응. 누군가에게 손을 벌리는 일은 생각만 해도 싫어.,1
233,많이 힘든 일이 있나요?,그냥 요즘 마음이 우울하기도 하고 사람들하고 지내기가 어렵네.,1
234,많이 놀라시고 당황하셨겠어요.,많이 놀랐어. 엄마에게 뭐라고 말씀드려야 할지 모르겠어.,1
235,동생이 제 할 일을 못 하는 것 같아 한심하다고 느끼시는군요.,노력을 안 하는 거 같단 말이지. 힘내라고 밥이라도 사줄까.,1
236,마음이 편치 않으시겠네요.,박 과장님께 너무 죄송스러워.,1
237,사십 대 후반에 찾아온 우울로 인해 힘든 시간을 보내고 계시네요.,가족들이 걱정하는 것 같아 미안하고 속상해.,1
238,자식들에게 귀감이 되지 못할까 우울하셨군요.,성찰은 좋지만 이런 생각이 들 때마다 매번 자격지심에 우울해지니 힘들어.,1
239,부모님이 알아버렸군요. 무슨 일 있나요?,학교에서 따돌림을 당하는데 부모님이 그 사실을 알아버렸어. 어떻게 해야 할까?,1
240,아들을 잃은 충격이 크시군요.,아들이 회사 합격하고 축하 파티하러 집에 오는 길에 사고를 당했어.,1
241,선생님께 핀잔을 들어서 속상하시군요.,나는 분명히 열심히 했는데 선생님께 혼났어. 나도 내가 왜 이러는지 모르겠어.,1
242,아이들에게 용돈을 못 줘 슬프시군요.,아이들에게 사정을 말해야 할지 말지 고민이야.,1
243,직장생활을 하는 데 어려움을 겪고 계시는군요.,예전엔 힘든 줄 모르고 바쁘게 지냈는데 지금은 왜 이렇게 된 건지 모르겠어.,1
244,좋은 일을 앞두고 있는데 원하는 대로 진행되지 않아 낙심하고 계시는군요. 다른 방법은 없을까요?,여자친구와 일단 이야기해서 가능한 예식장을 알아보고 전화를 부지런히 해 봐야 할 것 같아.,1
245,남자친구가 없어서 외로우시군요.,친구들이 연애한다고 바쁘니 주말에 혼자 집에서 텔레비전을 보는 일이 많으니 속상해. 차라리 새로운 취미를 만들어보는 게 나을까?,1
246,관리한 만큼 건강이 좋질 않아서 실망하셨겠어요. 지금은 어떻게 관리하고 계신가요?,운동하고 식습관을 지키면서 살고 있지.,1
247,가족들의 태도에 화가 나셨군요.,고맙다는 말을 한마디 하는 게 그렇게 어려운지 모르겠어. 가족들에게 너무 실망했어.,1
248,오래 일했는데도 일이 익숙치 않아 슬픈 상황이시군요. 어떻게 하면 이 상황이 개선될 수 있을까요?,이십년을 일해도 익숙해지지 않는건 적성에 안맞아서일지 모르니 새로운 일을알아 봐야 겠어.,1
249,은퇴를 미리 생각하지 않은 걸 후회하고 계시는군요.,요즘은 노후 준비도 해야 하니 재정이 여유롭지 않으면 살기가 점점 더 어려워지는 세상인 거 같아.,1
250,병원에서 아픔을 가볍게 여겨서 억울하시군요.,그냥 노인성 퇴행이라면서 적절한 치료를 하지 않더라고. 너무 속상하다.,1
251,부모님이 친척 모임에 데려가지 않아 속상했군요. 조금 더 자세히 알려주시겠어요?,내가 성적이 낮아서 친척들 앞에 데려가기 부끄러운가 봐. 서럽고 눈물 나.,1
252,몸이 안 좋아져서 걱정이 많으시겠어요.,회사를 계속 다니기에는 몸이 너무 힘들고 그만두자니 노후가 참 걱정이야.,1
253,직업 때문에 고민이 깊으시군요. 무슨 문제가 있으신가요?,일하면 할수록 나에게 맞지 않는 일인 것 같단 생각이 들어.,1
254,부모님 지원과 관련해서 무슨 일이 있었나요?,아빠 회사가 부도가 나서 당분간 힘들 거 같다고 해서 대학 진학을 포기해야 할 것 같아.,1
255,그런 일이 있으셨군요. 불안하시겠어요.,다른 동료들은 기술을 잘 아는데 난 그게 아니니깐 힘들어.,1
256,혼자 있는 시간이 많아져서 화가 많이 나셨군요.,아이가 어릴 땐 주말마다 시간을 같이 보냈는데.,1
257,친구랑 싸우고 후회하고 있군요. 이럴 때 다시 회복할 방법이 없을까요?,자존심 버리고 내가 먼저 사과해야지.,1
258,하는 만큼 알아주지 못해 속상하신 것 같아요.,진심으로 처가를 좋아하는데 아내가 불만을 토로하니 기운이 빠져.,1
259,주식투자에 계속 실패해서 괴로우시군요.,아무리 못해도 한 번 정도는 성공할 줄 알았는데.,1
260,친구와 어제 다툼을 해서 지금 마음이 안 좋으시군요.,친구에게 조언을 했는데 친구는 잔소리로 들려서 기분이 안 좋았나 봐. 난 그런 뜻이 아니었어.,1
261,다른 친구들과 다르게 아직 진로를 정하지 못한 것 같아서 걱정되는 기분이 들었군요. 이럴 때 혹시 어떻게 하면 스스로에 대한 확신을 가질 수 있을까요?,다른 애들을 신경 쓰기보다 나는 나에게만 집중하면 이런 기분을 떨쳐낼 수 있을 것 같아. 나에게는 나만의 속도가 있으니까.,1
262,친구들이 성적이 낮다는 이유로 무시를 해서 기분이 나쁘겠군요.,성적은 낮지만 다른 상식을 많이 알고 있어서 말을 해줘도 안 믿어서 너무 속상해.,1
263,그래요? 너무 속상하시겠어요. ,어쩔 수 없지. 사람의 명이란 게 정해져 있나 봐. 그러니 젊을 때 잘할걸. ,1
264,가족들을 위해 새벽부터 장터에 나가는시군요. 매일매일 희생되는 기분이시겠어요.,이제 나이도 들어 무리일 거 같은데 요양 목적으로 여행이라도 갈까 고민 중이야.,1
